STATEFP,PUMA5CE,PUMA NAME
12,1104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities
12,1105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities"
12,1106,Broward County (Central)--Plantation & Sunrise Cities
12,1107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities
12,1108,Broward County (East Central)--Fort Lauderdale City (Central)
12,1109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities
12,1110,Broward County (Central)--Davie Town & Cooper City
12,1111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town"
12,1112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities
12,1113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities
12,1114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities"
12,1500,Charlotte County
12,1701,Citrus County
12,1900,Clay County
12,2101,Collier County (Northwest)
12,2102,Collier County (Southwest)
12,2103,Collier County (East)
12,2300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties"
12,2700,"Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties"
12,3101,Duval County (Outer)--Jacksonville City (North & West)
12,3102,Duval County (Northwest Central)--Jacksonville City (Northwest)
12,3103,Duval County (North Central)--Jacksonville City (Arlington)
12,3104,Duval County (East)--Jacksonville City (Beaches)
12,3105,Duval County (Southeast)--Jacksonville City (Southeast)
12,3106,Duval County (South Central)--Jacksonville City (Southeast River)
12,3107,Duval County (Southwest Central)--Jacksonville City (Southwest)
12,3301,Escambia County (North)
12,3302,Escambia County (South)
12,3500,Flagler & Volusia (North Central) Counties
12,5301,Hernando County
12,5701,Hillsborough County (Central)--Tampa City (Central)
12,5702,Hillsborough County (Southwest)--Tampa City (South)
12,5703,Hillsborough County (Northwest)
12,5704,Hillsborough County (North Central)
12,5705,Hillsborough County (North Central)--Tampa City (North)
12,5706,Hillsborough County (Northeast)
12,5707,Hillsborough County (Central)
12,5708,Hillsborough County (South County)
12,6100,Indian River County
12,6300,Apalachee Region (Outside Leon County)
12,6901,Lake County (North)
12,6902,Sumter (North) & Lake (North) Counties
12,6903,Lake (South) & Sumter (South) Counties
12,7101,Lee County (South & West)--Barrier Islands Region
12,7102,Lee County (Northwest)--Cape Coral City
12,7103,Lee County (Northeast)--Lehigh Acres & North Fort Myers
12,7104,Lee County (Central)--Greater Fort Myers City
12,7105,Lee County (Southeast)--Bonita Springs City & Estero (East)
12,7300,Leon County (Outer)
12,7301,Leon County (Central)--Tallahassee City (Central)
12,8101,Manatee County (North)
12,8102,Manatee County (West Central)
12,8103,Manatee County (South)
12,8301,Marion County (North)
12,8302,Marion County (Central)--Ocala City
12,8303,Marion County (South Central)
12,8500,Martin County
12,8601,Miami-Dade County (North Central)--Greater Miami Lakes Town
12,8602,Miami-Dade County (North Central)--Miami Gardens City (North & West)
12,8603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West)
12,8604,Miami-Dade County (Northeast)--Aventura City & Surfside Town
12,8605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West)
12,8606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview"
12,8607,Miami-Dade County (Northeast)--Hialeah City (North Central)
12,8608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau"
12,8609,Miami-Dade County (Northeast)--Hialeah City (South Central)
12,8610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport
12,8611,Miami-Dade County (Northeast Central)--Miami City (North)
12,8612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village
12,8613,Miami-Dade County (Northeast Central)--Miami City (Downtown)
12,8614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village
12,8615,Miami-Dade County (East Central)--Miami City (West)
12,8616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)"
12,8617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace"
12,8618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami
12,8619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South)
12,8620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes"
12,8621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk"
12,8622,Miami-Dade County (Southwest)--South Miami Heights
12,8623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village
12,8624,Miami-Dade County (South)--Homestead City (North) & Florida City (North)
12,8700,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties
12,8900,Nassau & Baker Counties
12,9100,Okaloosa County
12,9300,"Southeast Heartland--Highlands (South & East), Okeechobee, Hendry & Glades Counties"
12,9501,Orange County (Northwest)
12,9502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town"
12,9503,Orange County (Southwest)--Disney-International Drive Region
12,9504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle"
12,9505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park
12,9506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast)
12,9507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities"
12,9508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park
12,9509,Orange County (Southeast)
12,9510,Orange County (Northeast)
12,9701,Osceola County (West)
12,9702,Osceola County (East)
12,9901,Palm Beach County (Northeast)
12,9902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities
12,9903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town
12,9904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North)
12,9905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City"
12,9906,Palm Beach County (East Central)--Greater Boynton Beach City (North)
12,9907,Palm Beach County (Southeast)--Greater Delray Beach City
12,9908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town
12,9909,Palm Beach County (West of Boca Raton City)
12,9910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve
12,9911,Palm Beach County (West)--Glades & Western Communities
12,10101,Pasco County (East Central)
12,10102,Pasco County (West Central)
12,10103,Pasco County (Gulf Coast)
12,10104,Pasco County (South)
12,10301,Pinellas County (North)
12,10302,Pinellas County (North Central)
12,10303,Pinellas County (Central)--Clearwater City (South & Central)
12,10304,Pinellas County (Central)--Greater Largo City
12,10305,Pinellas County (West Central)--Greater Seminole City
12,10306,Pinellas County (Central)--Greater Pinellas Park City
12,10307,Pinellas County (Southeast)--St. Petersburg City (East)
12,10308,Pinellas County (South Central)--St. Petersburg City (West)
12,10501,Polk County (Northwest)
12,10502,Polk County (Northeast)
12,10503,Polk County (Central)
12,10504,Polk County (South)
12,10700,Putnam & St. Johns (South) Counties
12,10900,St. Johns County (North)
12,11101,St. Lucie County (North)
12,11102,St. Lucie County (South)
12,11300,Santa Rosa County
12,11501,Sarasota County (North)
12,11502,Sarasota County (Central & Gulf Coast)
12,11503,Sarasota County (East)
12,11701,Seminole County (West)
12,11702,Seminole County (North Central)
12,11703,Seminole County (South Central)
12,11704,Seminole County (East)
12,12100,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties"
12,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town"
12,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities"
12,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities"
12,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities
13,100,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties
13,200,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties"
13,300,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties"
13,401,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City
13,402,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City)
13,500,Southern Georgia Regional Commission (East & Central)
13,600,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City
13,700,Southern Georgia Regional Commission (West)
13,800,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties"
13,900,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties
13,1001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City
13,1002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City
13,1003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)
13,1004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities
13,1005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City
13,1006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)
13,1007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)
13,1008,Atlanta Regional Commission (Central)--DeKalb County (South)
13,1100,Southwest Georgia Regional Commission (West & Central)
13,1200,Heart of Georgia Altamaha Regional Commission (Southeast)
13,1300,Heart of Georgia Altamaha Regional Commission (North & West)
13,1400,Middle Georgia Regional Commission (Central)--Bibb County--Macon City
13,1500,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties
13,1600,Middle Georgia Regional Commission (North & Outside Bibb County)
13,1700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties
13,1800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)
13,1900,Three Rivers Regional Commission (East)
13,2001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan
13,2002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities
13,2003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker
13,2004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City
13,2100,Three Rivers Regional Commission (North Central)--Coweta County
13,2200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties"
13,2300,Three Rivers Regional Commission (Northwest)--Carroll County
13,2400,Atlanta Regional Commission (South Central)--Fayette County
13,2500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties"
13,2600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties"
13,2700,Northwest Georgia Regional Commission (North Central)--Whitfield County
13,2800,Northwest Georgia Regional Commission (Northeast)
13,2900,Northwest Georgia Regional Commission (East Central)--Bartow County
13,3001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City
13,3002,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities
13,3003,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City
13,3004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City
13,3005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast)
13,3101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities
13,3102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)
13,3200,Georgia Mountains Regional Commission (North & Northwest)
13,3300,Georgia Mountains Regional Commission (Southwest)--Forsyth County
13,3400,Georgia Mountains Regional Commission (South Central)--Hall County
13,3500,Georgia Mountains Regional Commission (Southeast)
13,3600,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City
13,3700,Northeast Georgia Regional Commission (East)
13,3800,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties
13,3900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties"
13,4000,Central Savannah River Area Regional Commission (East Central)--Richmond County
13,4001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City
13,4002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City
13,4003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City
13,4004,Atlanta Regional Commission (Northeast)--Gwinnett County (East)
13,4005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City
13,4006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City
13,4100,Central Savannah River Area Regional Commission (East Central)--Columbia County
13,4200,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)
13,4300,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties
13,4400,Atlanta Regional Commission (Southwest)--Douglas County
13,4500,Northwest Georgia Regional Commission (Southeast)--Paulding County
13,4600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)
13,5001,Atlanta Regional Commission (South Central)--Clayton County (South)
13,5002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City
13,6001,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City
13,6002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City
15,100,"Maui, Kalawao & Kauai Counties"
15,200,Hawaii County
15,301,Honolulu County--Rural Oahu
15,302,Honolulu County--Koolaupoko
15,303,Honolulu County--East Honolulu to Kapahulu
15,304,Honolulu County--Tantalus to Waikiki
15,305,Honolulu County--Nuuanu to Kalihi
15,306,Honolulu County--Moanalua to Pearl City
15,307,Honolulu County--Central Oahu
15,308,Honolulu County--Ewa
16,100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties"
16,200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities"
16,300,Central Idaho--Lewiston City & Nez Perce Reservation
16,400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City"
16,500,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities
16,600,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities
16,701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities
16,702,Ada County (Northeast)--Boise (North & West) & Garden City Cities
16,800,Ada County (South)--Boise (South) & Kuna Cities
16,900,Twin Falls & Cassia Counties--Twin Falls City
16,1000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties"
16,1100,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties"
16,1200,Bonneville County--Idaho Falls City
16,1300,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation"
17,104,"Jo Daviess, Carroll, Whiteside & Lee Counties"
17,105,Rock Island County
17,202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties"
17,300,"Adams, Pike, Brown, Schuyler & Mason Counties"
17,401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties"
17,501,"Montgomery, Bond, Clinton, Fayette & Effingham Counties"
17,600,"Douglas, Edgar, Coles & Cumberland Counties"
17,700,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties"
17,800,South & Southeast Illinois
17,900,"Jackson, Williamson, Franklin & Perry Counties"
17,1001,"Monroe, Randolph, Washington, Jefferson & Marion Counties"
17,1104,St. Clair County (Central & Northeast)
17,1105,"St. Clair County (Northwest, Southwest & Southeast)"
17,1204,Madison County (East)
17,1205,"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village"
17,1300,Sangamon County--Springfield City
17,1500,Macon County--Decatur City
17,1602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties"
17,1701,Peoria County--Peoria City
17,1900,Tazewell County
17,2000,McLean County
17,2100,Champaign County--Champaign & Urbana Cities
17,2200,"Livingston, Ford, Iroquois & Vermilion Counties"
17,2300,Kankakee County
17,2400,LaSalle County
17,2501,"Knox, Stark, Bureau, Marshall & Woodford Counties"
17,2601,DeKalb County
17,2700,Stephenson & Ogle Counties
17,2801,Winnebago County (Southeast & West)--Rockford City
17,2901,Winnebago (Northeast) & Boone Counties
17,3005,Kane County (Southeast)--Aurora Township
17,3007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships"
17,3008,Kane County (Northeast)--Elgin (North & Central) & Dundee Townships
17,3009,Kane County (West)
17,3102,Will County (West Central)--Joliet & Troy Townships
17,3105,Will County (Northwest Central)--Plainfield & Lockport Townships
17,3106,Will County (Northwest)--DuPage & Wheatland Townships
17,3107,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships"
17,3108,Will County (South)
17,3202,DuPage County (Central)--Milton Township
17,3203,DuPage County (South Central)--Lisle Township
17,3204,DuPage County (Southeast)--Downers Grove Township
17,3205,DuPage County (East Central)--York Township
17,3207,Dupage County (Northeast)--Addison & Bloomingdale (North) Townships
17,3208,"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships"
17,3209,DuPage County (Southwest)--Naperville & Winfield (South) Townships
17,3306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships"
17,3307,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships"
17,3308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships"
17,3309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships"
17,3310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships"
17,3401,Cook County (Northwest)--Palatine & Barrington Townships
17,3407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships"
17,3408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships"
17,3409,Cook County (West Central)--Lyons & Stickney Townships
17,3410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships"
17,3411,Cook County (South Central)--Worth & Calumet Townships
17,3412,Cook County (South Central)--Bremen & Orland (East) Townships
17,3413,Cook County (Southeast)--Thornton Township
17,3414,Cook County (South)--Bloom & Rich Townships
17,3415,Cook County (North)--Wheeling Township (North & East)
17,3416,Cook County (Northeast)--Northfield & New Trier Townships
17,3417,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships
17,3418,Cook County (Northwest)--Schaumburg Township (South & Central)
17,3419,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships
17,3420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park"
17,3421,Cook County (North)--Niles & Evanston Townships
17,3422,"Cook County (West)--Leyden, Norwood Park (South) Townships & Chicago City--O'Hare"
17,3501,"Chicago City (North)--Edgewater, Uptown & Rogers Park"
17,3502,Chicago City (North)--Lake View & Lincoln Park
17,3503,"Chicago City (North)--West Ridge, Lincoln Square & North Center"
17,3504,"Chicago City (Northwest)--Irving Park, Albany Park, Forest Glen & North Park"
17,3520,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park"
17,3521,"Chicago City (West)--Austin, Belmont Cragin & Montclare"
17,3522,"Chicago City (Northwest)--Logan Square, Avondale & Hermosa"
17,3523,"Chicago City (West)--North & South Lawndale, Humboldt Park, East & West Garfield Park"
17,3524,"Chicago City (West)--West Town, Near West Side & Lower West Side"
17,3525,"Chicago City (Central)--Near North Side, Loop & Near South Side"
17,3526,"Chicago City (Southwest)--Brighton Park, New City, Bridgeport & McKinley Park"
17,3527,"Chicago City (Southwest)--Gage Park, Garfield Ridge & West Lawn"
17,3528,"Chicago City (South)--Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing"
17,3529,"Chicago City (South)--South Shore, Hyde Park, Woodlawn, Grand Boulevard & Douglas"
17,3530,"Chicago City (South)--Ashburn, Washington Heights, Morgan Park & Beverly"
17,3531,"Chicago City (South)--Auburn Gresham, Roseland, Chatham, Avalon Park & Burnside"
17,3532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering"
17,3601,"McHenry County (North, West & Central)"
17,3602,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships"
17,3700,Kendall & Grundy Counties
18,101,Lake County (Northwest)--Hammond & East Chicago Cities
18,102,Lake County (Northeast)--Gary City & Griffith Town
18,103,Lake County (Central)
18,104,Lake County (South)
18,200,Porter County
18,300,LaPorte County
18,401,St. Joseph County (North)--South Bend City
18,402,St. Joseph County (Outside South Bend City)--Mishawaka City
18,500,Elkhart County--Elkhart & Goshen Cities
18,600,"Noble, DeKalb, LaGrange & Steuben Counties"
18,700,"Jasper, Starke, Fulton, Newton & Pulaski Counties"
18,800,Kosciusko & Marshall Counties
18,900,"Huntington, Whitley, Adams & Wells Counties"
18,1001,Allen County (Central)--Fort Wayne City (South)
18,1002,Allen County (Central)--Fort Wayne City (North)
18,1003,Allen County (Outside Fort Wayne City)
18,1100,"Montgomery, Clinton, White, Carroll & Benton Counties"
18,1200,Tippecanoe County--Lafayette & West Lafayette Cities
18,1300,"Howard, Cass & Tipton Counties--Kokomo City"
18,1400,"Grant, Miami & Wabash Counties"
18,1500,"Henry, Randolph, Jay & Blackford Counties"
18,1600,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties"
18,1700,Vigo County--Terre Haute City
18,1801,Boone & Hamilton (Northwest) Counties
18,1802,Hamilton County (Central)--Carmel City & Fishers Town (West)
18,1803,Hamilton County (East)--Noblesville City & Fishers Town (East)
18,1900,Madison County--Anderson City
18,2000,Delaware County--Muncie City
18,2100,"Morgan, Putnam & Brown Counties"
18,2200,Hendricks County
18,2301,Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)
18,2302,Marion County--Washington Township (South & East)--Indianapolis City (North)
18,2303,Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities
18,2304,Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)
18,2305,Marion County--Center Township--Indianapolis City (Central)
18,2306,Marion County--Warren & Franklin Townships--Indianapolis City (East & Southeast)
18,2307,Marion County--Perry & Decatur (South & East) Townships--Indianapolis City (South)
18,2400,Johnson County--Greenwood City
18,2500,Hancock & Shelby Counties
18,2600,"Wayne, Fayette, Rush & Union Counties"
18,2700,"Greene, Daviess, Owen, Orange & Martin Counties"
18,2800,Monroe County--Bloomington City
18,2900,Bartholomew & Jackson Counties--Columbus City
18,3000,"Jefferson, Jennings, Decatur & Scott Counties"
18,3100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties"
18,3200,"Warrick, Gibson & Posey Counties"
18,3300,Vanderburgh County--Evansville City
18,3400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties"
18,3500,"Floyd, Harrison & Washington Counties"
18,3600,Clark County--Jeffersonville City
19,100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties"
19,200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties"
19,400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties"
19,500,Black Hawk County--Waterloo & Cedar Falls Cities
19,600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties"
19,700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City"
19,800,"Clinton, Muscatine, Jones & Cedar Counties"
19,900,Scott County--Davenport City
19,1000,Linn County--Cedar Rapids City
19,1100,Johnson County--Iowa City
19,1200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties"
19,1300,Story & Boone Counties--Ames City
19,1400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties"
19,1500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities
19,1600,Polk County (East)--Ankeny & Altoona Cities
19,1700,Des Moines City
19,1800,South Central Iowa
19,1900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region"
19,2000,Woodbury & Plymouth Counties--Sioux City
19,2100,Southwest Iowa--Council Bluffs City
19,2200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties"
19,2300,"Des Moines, Lee, Henry & Louisa Counties"
20,100,Northwest Kansas
20,200,North Central Kansas--Salina City
20,300,"Riley, Geary & Pottawatomie Counties--Manhattan City"
20,400,Northeast Kansas
20,500,Wyandotte County--Kansas City
20,601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities"
20,602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities"
20,603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities"
20,604,Johnson County (Southeast)--Blue Valley Region
20,700,Douglas County--Lawrence City
20,801,Shawnee County (Central)--Topeka City
20,802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties"
20,900,Flint Hills Region--Emporia City
20,1000,Central Kansas--Hutchinson City
20,1100,South Central Kansas
20,1200,"Southwest Kansas--Dodge City, Garden City & Liberal City"
20,1301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities
20,1302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast)
20,1303,Sedgwick County (Central)--Wichita City (Central)
20,1304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities
20,1400,East Central Kansas
20,1500,Southeast Kansas
21,100,Purchase Area Development District
21,200,Pennyrile Area Development District (North)
21,300,Pennyrile Area Development District (South)
21,400,Barren River Area Development District (Outer)
21,500,Barren River Area Development District (Central)--Warren County
21,600,Lake Cumberland Area Development District (West)
21,700,Lake Cumberland Area Development District (East)
21,800,Cumberland Valley Area Development District (North)
21,900,Cumberland Valley Area Development District (South)
21,1000,Kentucky River Area Development District
21,1100,Big Sandy Area Development District
21,1200,Lincoln Trail Area Development District (East)
21,1300,Lincoln Trail Area Development District (West)
21,1400,Green River Area Development District (Southwest)
21,1500,Green River Area Development District (Northeast)--Daviess & Hancock Counties
21,1600,KIPDA Area Development District (Southeast)
21,1701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest)
21,1702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central)
21,1703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast)
21,1704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast)
21,1705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central)
21,1706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest)
21,1800,KIPDA Area Development District (Northeast)
21,1901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central)
21,1902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer)
21,2000,Bluegrass Area Development District (West)
21,2100,Bluegrass Area Development District (South)
21,2200,Bluegrass Area Development District (Southeast)
21,2300,Bluegrass Area Development District (Northeast)
21,2400,Northern Kentucky Area Development District (North Central)--Kenton County
21,2500,Northern Kentucky Area Development District (Northwest)--Boone County
21,2600,Northern Kentucky Area Development District (Southeast)
21,2700,Buffalo Trace & Gateway Area Development Districts
21,2800,FIVCO Area Development District
22,100,Coordinating & Development Corporation 1--Shreveport City (North)
22,101,Coordinating & Development Corporation 2--Shreveport City (South)
22,200,Coordinating & Development Corporation 3--Bossier & Webster Parishes
22,300,Coordinating & Development Corporation 4--Northwest Louisiana
22,400,North Delta Regional Planning & Development District 1--Ouachita Parish
22,500,North Delta Regional Planning & Development District 2--Northeast Louisiana
22,600,Kisatchie Delta Regional Planning & Development District 1
22,700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes
22,800,Imperial Calcasieu Regional Planning & Development District 1 (North)
22,900,Imperial Calcasieu Regional Planning & Development District 2 (South)
22,1000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes
22,1100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes
22,1200,Acadiana Regional Development District 3--Lafayette Parish (North)
22,1201,Acadiana Regional Development District 4--Lafayette Parish (South)
22,1300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes"
22,1400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West)
22,1500,Capital Region Planning Commission 2--East Baton Rouge Parish (South)
22,1501,Capital Region Planning Commission 3--Baton Rouge City
22,1502,Capital Region Planning Commission 4--East Baton Rouge Parish (North)
22,1600,Capital Region Planning Commission 5--Ascension Parish
22,1700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes
22,1800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes
22,1900,South Central Planning & Development Commission 1--River Parishes
