Subject,ZCTA5 10472,,,ZCTA5 11428,,,ZCTA5 11432,,,ZCTA5 11226,,,ZCTA5 11416,,,ZCTA5 10452,,,ZCTA5 11436,,,ZCTA5 11208,,,ZCTA5 10031,,,ZCTA5 11433,,,ZCTA5 11203,,,ZCTA5 11236,,,ZCTA5 11377,,,ZCTA5 10468,,,ZCTA5 11421,,,ZCTA5 11691,,,ZCTA5 11237,,,ZCTA5 11219,,,ZCTA5 11411,,,ZCTA5 11232,,,ZCTA5 11429,,,ZCTA5 11373,,,ZCTA5 11372,,,ZCTA5 11369,,,ZCTA5 11368,,
,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct
S1. HOUSEHOLDS BY TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Total households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Civilian veterans,921,+/- 198,1.8,267,+/- 83,1.8,765,+/- 148,1.6,951,+/- 212,1.2,514,+/- 112,2.5,1005,+/- 320,1.9,590,+/- 129,3.8,999,+/- 223,1.4,958,+/- 276,1.9,896,+/- 245,3.2,1034,+/- 182,1.7,1373,+/- 183,1.8,1359,+/- 267,1.9,1081,+/- 243,1.9,895,+/- 200,2.8,1225,+/- 289,2.6,562,+/- 181,1.4,628,+/- 143,1.1,645,+/- 113,3.8,450,+/- 144,2.1,605,+/- 147,2.7,713,+/- 176,0.9,871,+/- 229,1.7,550,+/- 108,2.1,711,+/- 183,0.9
S10a. DISABLED BY AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Civilian noninstitutionalized population ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civilian noninstitutionalized persons,68575,+/- 1705,,18922,+/- 861,,60955,+/- 2154,,100066,+/- 2752,,27105,+/- 1151,,75896,+/- 1923,,20077,+/- 917,,98534,+/- 2234,,60235,+/- 2084,,36458,+/- 1610,,74280,+/- 1924,,99734,+/- 2341,,86174,+/- 2685,,78055,+/- 2122,,40988,+/- 1297,,64911,+/- 2725,,49310,+/- 1833,,89553,+/- 2697,,20746,+/- 770,,25643,+/- 969,,27313,+/- 1264,,93667,+/- 2522,,61558,+/- 2483,,33674,+/- 1396,,112033,+/- 3119,
    With a disability,10001,+/- 816,14.6,1515,+/- 248,8,5273,+/- 489,8.7,7439,+/- 618,7.4,2564,+/- 284,9.5,10844,+/- 843,14.3,2238,+/- 256,11.1,8927,+/- 635,9.1,6671,+/- 671,11.1,3885,+/- 419,10.7,6466,+/- 429,8.7,7923,+/- 532,7.9,5296,+/- 477,6.1,8710,+/- 753,11.2,3440,+/- 323,8.4,10062,+/- 979,15.5,4265,+/- 447,8.6,7926,+/- 636,8.9,1959,+/- 211,9.4,2357,+/- 338,9.2,2657,+/- 338,9.7,8153,+/- 708,8.7,5190,+/- 603,8.4,3162,+/- 357,9.4,11885,+/- 1024,10.6
  Persons 18 and under,19524,+/- 1135,28.5,3932,+/- 361,20.8,14555,+/- 941,23.9,23781,+/- 1302,23.8,6846,+/- 546,25.3,22831,+/- 1163,30.1,4662,+/- 435,23.2,28067,+/- 1477,28.5,10489,+/- 987,17.4,9255,+/- 858,25.4,16626,+/- 1068,22.4,23684,+/- 1261,23.7,15367,+/- 959,17.8,21989,+/- 1221,28.2,9305,+/- 723,22.7,21194,+/- 1539,32.7,10761,+/- 971,21.8,33761,+/- 1830,37.7,3898,+/- 353,18.8,6111,+/- 574,23.8,5656,+/- 542,20.7,19614,+/- 1336,20.9,11505,+/- 849,18.7,7606,+/- 542,22.6,31737,+/- 1627,28.3
    With a disability,1159,+/- 298,5.9,42,+/- 28,1.1,373,+/- 113,2.6,479,+/- 136,2,240,+/- 96,3.5,1304,+/- 362,5.7,220,+/- 88,4.7,654,+/- 234,2.3,256,+/- 148,2.4,311,+/- 120,3.4,365,+/- 109,2.2,506,+/- 135,2.1,257,+/- 104,1.7,767,+/- 239,3.5,328,+/- 113,3.5,1675,+/- 544,7.9,379,+/- 134,3.5,590,+/- 161,1.7,163,+/- 79,4.2,178,+/- 116,2.9,173,+/- 88,3.1,521,+/- 177,2.7,261,+/- 140,2.3,92,+/- 52,1.2,1669,+/- 409,5.3
  Persons 19 to 64 years,41536,+/- 1110,60.6,12120,+/- 700,64.1,38672,+/- 1486,63.4,64530,+/- 1723,64.5,17479,+/- 845,64.5,47005,+/- 1535,61.9,13302,+/- 702,66.3,61602,+/- 1613,62.5,43198,+/- 1678,71.7,22765,+/- 1205,62.4,44626,+/- 1369,60.1,62786,+/- 1438,63,57914,+/- 1766,67.2,48722,+/- 1420,62.4,26504,+/- 875,64.7,36839,+/- 1613,56.8,35233,+/- 1365,71.5,45509,+/- 1578,50.8,12869,+/- 568,62,17336,+/- 710,67.6,17735,+/- 984,64.9,61481,+/- 1818,65.6,40693,+/- 2129,66.1,21177,+/- 992,62.9,70856,+/- 2199,63.2
    With a disability,5631,+/- 655,13.6,748,+/- 212,6.2,2431,+/- 373,6.3,3973,+/- 483,6.2,1330,+/- 225,7.6,6676,+/- 681,14.2,1230,+/- 197,9.2,4880,+/- 457,7.9,3012,+/- 454,7,1917,+/- 318,8.4,2206,+/- 253,4.9,3735,+/- 383,5.9,2365,+/- 305,4.1,5119,+/- 615,10.5,1615,+/- 224,6.1,4990,+/- 706,13.5,2507,+/- 353,7.1,2950,+/- 438,6.5,746,+/- 132,5.8,1327,+/- 214,7.7,1284,+/- 274,7.2,3331,+/- 419,5.4,2187,+/- 410,5.4,1386,+/- 267,6.5,6017,+/- 787,8.5
  Persons 65 years and over,7515,+/- 507,11,2870,+/- 262,15.2,7728,+/- 521,12.7,11755,+/- 683,11.7,2780,+/- 256,10.3,6060,+/- 482,8,2113,+/- 231,10.5,8865,+/- 624,9,6548,+/- 619,10.9,4438,+/- 373,12.2,13028,+/- 501,17.5,13264,+/- 618,13.3,12893,+/- 992,15,7344,+/- 541,9.4,5179,+/- 393,12.6,6878,+/- 615,10.6,3316,+/- 363,6.7,10283,+/- 669,11.5,3979,+/- 297,19.2,2196,+/- 341,8.6,3922,+/- 329,14.4,12572,+/- 786,13.4,9360,+/- 714,15.2,4891,+/- 390,14.5,9440,+/- 715,8.4
    With a disability,3211,+/- 384,42.7,725,+/- 126,25.3,2469,+/- 296,31.9,2987,+/- 361,25.4,994,+/- 145,35.8,2864,+/- 341,47.3,788,+/- 138,37.3,3393,+/- 374,38.3,3403,+/- 471,52,1657,+/- 245,37.3,3895,+/- 329,29.9,3682,+/- 343,27.8,2674,+/- 352,20.7,2824,+/- 362,38.5,1497,+/- 203,28.9,3397,+/- 404,49.4,1379,+/- 240,41.6,4386,+/- 432,42.7,1050,+/- 145,26.4,852,+/- 234,38.8,1200,+/- 178,30.6,4301,+/- 542,34.2,2742,+/- 420,29.3,1684,+/- 231,34.4,4199,+/- 511,44.5
S11. RESIDENCE 1 YEAR AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population 1 year and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 1 year and over,67595,+/- 1695,,18753,+/- 832,,61226,+/- 2108,,99102,+/- 2717,,26880,+/- 1141,,75113,+/- 1872,,19869,+/- 895,,97152,+/- 2237,,59518,+/- 2041,,35993,+/- 1591,,74556,+/- 1965,,99308,+/- 2289,,85710,+/- 2700,,76982,+/- 2060,,40661,+/- 1306,,65700,+/- 2772,,48905,+/- 1806,,87774,+/- 2661,,20616,+/- 766,,27222,+/- 1431,,27129,+/- 1211,,93064,+/- 2469,,61300,+/- 2428,,33841,+/- 1396,,110830,+/- 3013,
  Same house,62991,+/- 1908,93.2,17513,+/- 911,93.4,53703,+/- 1795,87.7,92774,+/- 2620,93.6,24420,+/- 1229,90.8,70758,+/- 1988,94.2,18467,+/- 852,92.9,92646,+/- 2333,95.4,51702,+/- 2072,86.9,31997,+/- 1759,88.9,70706,+/- 1946,94.8,94126,+/- 2384,94.8,80080,+/- 2797,93.4,70613,+/- 2156,91.7,36693,+/- 1311,90.2,59251,+/- 2760,90.2,42136,+/- 1729,86.2,81379,+/- 2710,92.7,19670,+/- 737,95.4,23776,+/- 1061,87.3,25015,+/- 1156,92.2,85031,+/- 2559,91.4,57484,+/- 2356,93.8,31765,+/- 1442,93.9,101526,+/- 3140,91.6
  Different house in the U.S.,4075,+/- 713,6,1168,+/- 391,6.2,6435,+/- 795,10.5,5554,+/- 623,5.6,2205,+/- 458,8.2,3531,+/- 714,4.7,1356,+/- 342,6.8,3898,+/- 670,4,7111,+/- 977,11.9,3232,+/- 862,9,3532,+/- 566,4.7,4877,+/- 736,4.9,4577,+/- 896,5.3,5970,+/- 1078,7.8,3668,+/- 553,9,6155,+/- 1067,9.4,6004,+/- 700,12.3,5471,+/- 801,6.2,820,+/- 234,4,3180,+/- 797,11.7,1744,+/- 465,6.4,6345,+/- 767,6.8,3025,+/- 595,4.9,1791,+/- 364,5.3,8021,+/- 1206,7.2
    Same county,3129,+/- 685,76.8,961,+/- 375,82.3,3945,+/- 746,61.3,3244,+/- 485,58.4,1472,+/- 413,66.8,2234,+/- 523,63.3,657,+/- 228,48.5,2407,+/- 514,61.7,3599,+/- 703,50.6,2421,+/- 795,74.9,2784,+/- 544,78.8,4003,+/- 679,82.1,3019,+/- 807,66,3916,+/- 757,65.6,2215,+/- 480,60.4,3717,+/- 910,60.4,3344,+/- 458,55.7,4192,+/- 680,76.6,522,+/- 226,63.7,1775,+/- 525,55.8,1223,+/- 390,70.1,4870,+/- 707,76.8,1792,+/- 495,59.2,1371,+/- 353,76.5,6128,+/- 1129,76.4
    Different county (any),946,+/- 269,23.2,207,+/- 95,17.7,2490,+/- 311,38.7,2310,+/- 380,41.6,733,+/- 175,33.2,1297,+/- 632,36.7,699,+/- 284,51.5,1491,+/- 542,38.3,3512,+/- 550,49.4,811,+/- 386,25.1,748,+/- 164,21.2,874,+/- 294,17.9,1558,+/- 378,34,2054,+/- 891,34.4,1453,+/- 444,39.6,2438,+/- 735,39.6,2660,+/- 427,44.3,1279,+/- 262,23.4,298,+/- 74,36.3,1405,+/- 272,44.2,521,+/- 209,29.9,1475,+/- 334,23.2,1233,+/- 431,40.8,420,+/- 208,23.5,1893,+/- 478,23.6
    Different county (same state),758,+/- 228,18.6,125,+/- 76,10.7,1462,+/- 301,22.7,1543,+/- 293,27.8,579,+/- 210,26.3,1115,+/- 448,31.6,555,+/- 221,40.9,1031,+/- 387,26.4,1438,+/- 436,20.2,729,+/- 329,22.6,439,+/- 128,12.4,668,+/- 232,13.7,1183,+/- 297,25.8,1714,+/- 638,28.7,1210,+/- 361,33,2013,+/- 636,32.7,1709,+/- 339,28.5,719,+/- 308,13.1,181,+/- 67,22.1,853,+/- 391,26.8,365,+/- 168,20.9,962,+/- 268,15.2,940,+/- 323,31.1,321,+/- 153,17.9,1190,+/- 403,14.8
    Different state,188,+/- 116,4.6,82,+/- 76,7,1028,+/- 254,16,767,+/- 216,13.8,154,+/- 87,7,182,+/- 126,5.2,144,+/- 71,10.6,460,+/- 202,11.8,2074,+/- 504,29.2,82,+/- 45,2.5,309,+/- 112,8.7,206,+/- 108,4.2,375,+/- 143,8.2,340,+/- 204,5.7,243,+/- 148,6.6,425,+/- 299,6.9,951,+/- 236,15.8,560,+/- 264,10.2,117,+/- 65,14.3,552,+/- 193,17.4,156,+/- 165,8.9,513,+/- 156,8.1,293,+/- 177,9.7,99,+/- 83,5.5,703,+/- 431,8.8
  Lived abroad 1 year ago,529,+/- 256,0.8,72,+/- 56,0.4,1088,+/- 383,1.8,774,+/- 398,0.8,255,+/- 120,0.9,824,+/- 375,1.1,46,+/- 36,0.2,608,+/- 261,0.6,705,+/- 315,1.2,764,+/- 429,2.1,318,+/- 114,0.4,305,+/- 115,0.3,1053,+/- 399,1.2,399,+/- 190,0.5,300,+/- 133,0.7,294,+/- 210,0.4,765,+/- 397,1.6,924,+/- 273,1.1,126,+/- 108,0.6,266,+/- 117,1,370,+/- 220,1.4,1688,+/- 440,1.8,791,+/- 417,1.3,285,+/- 128,0.8,1283,+/- 388,1.2
S12. PLACE OF BIRTH AND CITIZENSHIP STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Total population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total population,68796,+/- 1716,,18929,+/- 861,,62053,+/- 2158,,100277,+/- 2755,,27125,+/- 1152,,76078,+/- 1927,,20077,+/- 917,,98660,+/- 2227,,60254,+/- 2086,,36489,+/- 1610,,75451,+/- 1976,,100331,+/- 2339,,86421,+/- 2690,,78647,+/- 2135,,41002,+/- 1295,,67094,+/- 2785,,49310,+/- 1833,,90036,+/- 2709,,20759,+/- 771,,27602,+/- 1461,,27403,+/- 1261,,93967,+/- 2535,,61844,+/- 2482,,34118,+/- 1408,,112425,+/- 3121,
  U.S. native,40603,+/- 1547,59,9526,+/- 689,50.3,26878,+/- 1239,43.3,55551,+/- 1989,55.4,13333,+/- 817,49.2,42669,+/- 1803,56.1,12216,+/- 789,60.8,60584,+/- 2099,61.4,36483,+/- 1945,60.5,21985,+/- 1242,60.3,36641,+/- 1787,48.6,54528,+/- 1819,54.3,35842,+/- 1584,41.5,42043,+/- 2082,53.5,21130,+/- 1180,51.5,46654,+/- 2582,69.5,31159,+/- 1449,63.2,59130,+/- 2448,65.7,12711,+/- 628,61.2,16704,+/- 1427,60.5,15479,+/- 989,56.5,30982,+/- 1611,33,25736,+/- 1610,41.6,15263,+/- 698,44.7,44818,+/- 2045,39.9
    Born in United States,34830,+/- 1432,85.8,8984,+/- 666,94.3,25827,+/- 1188,96.1,53778,+/- 2074,96.8,12443,+/- 815,93.3,38814,+/- 1737,91,11792,+/- 746,96.5,56045,+/- 2000,92.5,34534,+/- 2168,94.7,20879,+/- 1201,95,35402,+/- 1631,96.6,51880,+/- 1800,95.1,34076,+/- 1672,95.1,37122,+/- 1843,88.3,19671,+/- 1098,93.1,44088,+/- 2606,94.5,28117,+/- 1509,90.2,56119,+/- 2467,94.9,12460,+/- 594,98,15340,+/- 1298,91.8,15084,+/- 921,97.4,29571,+/- 1564,95.4,23830,+/- 1602,92.6,14665,+/- 698,96.1,42626,+/- 2002,95.1
      Born in state of current residence,32531,+/- 1369,93.4,8554,+/- 645,95.2,22008,+/- 1102,85.2,43491,+/- 1928,80.9,11869,+/- 799,95.4,36220,+/- 1689,93.3,10369,+/- 717,87.9,51725,+/- 1940,92.3,22926,+/- 1845,66.4,18519,+/- 1153,88.7,32157,+/- 1579,90.8,48555,+/- 1757,93.6,29864,+/- 1598,87.6,34490,+/- 1782,92.9,18462,+/- 1079,93.9,39806,+/- 2541,90.3,20315,+/- 1378,72.3,53074,+/- 2417,94.6,10205,+/- 522,81.9,11555,+/- 1229,75.3,13620,+/- 886,90.3,28042,+/- 1541,94.8,20532,+/- 1557,86.2,13376,+/- 662,91.2,39652,+/- 1912,93
      Born in different state than current residence,2299,+/- 421,6.6,430,+/- 165,4.8,3819,+/- 443,14.8,10287,+/- 764,19.1,574,+/- 163,4.6,2594,+/- 405,6.7,1423,+/- 205,12.1,4320,+/- 488,7.7,11608,+/- 1139,33.6,2360,+/- 337,11.3,3245,+/- 407,9.2,3325,+/- 392,6.4,4212,+/- 493,12.4,2632,+/- 469,7.1,1209,+/- 201,6.1,4282,+/- 578,9.7,7802,+/- 614,27.7,3045,+/- 492,5.4,2255,+/- 283,18.1,3785,+/- 416,24.7,1464,+/- 253,9.7,1529,+/- 270,5.2,3298,+/- 376,13.8,1289,+/- 222,8.8,2974,+/- 595,7
"    Born in Puerto Rico, U.S. Island areas, or born abroad to American parents",5773,+/- 606,14.2,542,+/- 167,5.7,1051,+/- 199,3.9,1773,+/- 343,3.2,890,+/- 184,6.7,3855,+/- 586,9,424,+/- 124,3.5,4539,+/- 533,7.5,1949,+/- 484,5.3,1106,+/- 273,5,1239,+/- 202,3.4,2648,+/- 299,4.9,1766,+/- 305,4.9,4921,+/- 703,11.7,1459,+/- 265,6.9,2566,+/- 618,5.5,3042,+/- 445,9.8,3011,+/- 621,5.1,251,+/- 85,2,1364,+/- 278,8.2,395,+/- 149,2.6,1411,+/- 329,4.6,1906,+/- 380,7.4,598,+/- 144,3.9,2192,+/- 477,4.9
  Foreign born,28193,+/- 1484,41,9403,+/- 566,49.7,35175,+/- 1708,56.7,44726,+/- 1856,44.6,13792,+/- 867,50.8,33409,+/- 1502,43.9,7861,+/- 635,39.2,38076,+/- 1772,38.6,23771,+/- 1421,39.5,14504,+/- 1338,39.7,38810,+/- 1283,51.4,45803,+/- 1434,45.7,50579,+/- 1979,58.5,36604,+/- 1751,46.5,19872,+/- 1075,48.5,20440,+/- 1690,30.5,18151,+/- 1205,36.8,30906,+/- 1386,34.3,8048,+/- 671,38.8,10898,+/- 686,39.5,11924,+/- 996,43.5,62985,+/- 1880,67,36108,+/- 2044,58.4,18855,+/- 1164,55.3,67607,+/- 2410,60.1
    Naturalized U.S. citizen,11347,+/- 886,40.2,7582,+/- 446,80.6,21726,+/- 1123,61.8,26205,+/- 1251,58.6,8335,+/- 611,60.4,14331,+/- 840,42.9,4912,+/- 424,62.5,21615,+/- 1234,56.8,11748,+/- 936,49.4,8015,+/- 843,55.3,27301,+/- 930,70.3,34339,+/- 1208,75,19402,+/- 1241,38.4,16220,+/- 1010,44.3,11581,+/- 731,58.3,12443,+/- 1187,60.9,6685,+/- 690,36.8,15631,+/- 825,50.6,5974,+/- 501,74.2,4529,+/- 503,41.6,8114,+/- 677,68,31672,+/- 1271,50.3,13863,+/- 1206,38.4,10253,+/- 801,54.4,24292,+/- 1454,35.9
    Not a U.S. citizen,16846,+/- 1451,59.8,1821,+/- 351,19.4,13449,+/- 1234,38.2,18521,+/- 1453,41.4,5457,+/- 540,39.6,19078,+/- 1435,57.1,2949,+/- 445,37.5,16461,+/- 1245,43.2,12023,+/- 1259,50.6,6489,+/- 994,44.7,11509,+/- 762,29.7,11464,+/- 760,25,31177,+/- 1830,61.6,20384,+/- 1641,55.7,8291,+/- 760,41.7,7997,+/- 1087,39.1,11466,+/- 1068,63.2,15275,+/- 1288,49.4,2074,+/- 325,25.8,6369,+/- 571,58.4,3810,+/- 595,32,31313,+/- 1693,49.7,22245,+/- 1880,61.6,8602,+/- 798,45.6,43315,+/- 1950,64.1
S13. YEAR OF ENTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population born outside the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population born outside the United States,33966,+/- 1483,49.4,9945,+/- 552,52.5,36226,+/- 1679,58.4,46499,+/- 1877,46.4,14682,+/- 883,54.1,37264,+/- 1526,49,8285,+/- 647,41.3,42615,+/- 1863,43.2,25720,+/- 1374,42.7,15610,+/- 1338,42.8,40049,+/- 1243,53.1,48451,+/- 1466,48.3,52345,+/- 2027,60.6,41525,+/- 1803,52.8,21331,+/- 1037,52,23006,+/- 1929,34.3,21193,+/- 1253,43,33917,+/- 1519,37.7,8299,+/- 677,40,12262,+/- 689,44.4,12319,+/- 1000,45,64396,+/- 1887,68.5,38014,+/- 2105,61.5,19453,+/- 1197,57,69799,+/- 2512,62.1
"  Native, born outside U.S.",5773,+/- 628,17,542,+/- 137,5.4,1051,+/- 202,2.9,1773,+/- 307,3.8,890,+/- 169,6.1,3855,+/- 531,10.3,424,+/- 110,5.1,4539,+/- 494,10.7,1949,+/- 461,7.6,1106,+/- 327,7.1,1239,+/- 206,3.1,2648,+/- 322,5.5,1766,+/- 297,3.4,4921,+/- 670,11.9,1459,+/- 234,6.8,2566,+/- 560,11.2,3042,+/- 453,14.4,3011,+/- 523,8.9,251,+/- 85,3,1364,+/- 275,11.1,395,+/- 127,3.2,1411,+/- 274,2.2,1906,+/- 389,5,598,+/- 152,3.1,2192,+/- 419,3.1
    Entered U.S. 2000 or later,6433,+/- 782,111.4,640,+/- 177,118.1,5721,+/- 735,544.3,5198,+/- 763,293.2,1939,+/- 390,217.9,6870,+/- 1146,178.2,843,+/- 205,198.8,5260,+/- 750,115.9,4313,+/- 759,221.3,2952,+/- 803,266.9,3265,+/- 466,263.5,3846,+/- 495,145.2,8824,+/- 997,499.7,7355,+/- 1118,149.5,2253,+/- 365,154.4,2666,+/- 705,103.9,3054,+/- 608,100.4,5973,+/- 763,198.4,671,+/- 201,267.3,1780,+/- 394,130.5,1528,+/- 475,386.8,9931,+/- 944,703.8,5275,+/- 1057,276.8,2190,+/- 309,366.2,10410,+/- 1082,474.9
    Entered U.S. before 2000,3935,+/- 433,68.2,438,+/- 125,80.8,697,+/- 154,66.3,1242,+/- 244,70.1,568,+/- 124,63.8,2498,+/- 383,64.8,255,+/- 83,60.1,3246,+/- 405,71.5,1398,+/- 393,71.7,785,+/- 303,71,782,+/- 141,63.1,1795,+/- 264,67.8,1231,+/- 243,69.7,3639,+/- 574,73.9,1112,+/- 195,76.2,1492,+/- 362,58.1,2445,+/- 400,80.4,1680,+/- 354,55.8,168,+/- 71,66.9,1061,+/- 232,77.8,222,+/- 82,56.2,820,+/- 212,58.1,1340,+/- 330,70.3,399,+/- 129,66.7,1241,+/- 333,56.6
  Foreign born,28193,+/- 1484,41,9403,+/- 566,49.7,35175,+/- 1708,56.7,44726,+/- 1856,44.6,13792,+/- 867,50.8,33409,+/- 1502,43.9,7861,+/- 635,39.2,38076,+/- 1772,38.6,23771,+/- 1421,39.5,14504,+/- 1338,39.7,38810,+/- 1283,51.4,45803,+/- 1434,45.7,50579,+/- 1979,58.5,36604,+/- 1751,46.5,19872,+/- 1075,48.5,20440,+/- 1690,30.5,18151,+/- 1205,36.8,30906,+/- 1386,34.3,8048,+/- 671,38.8,10898,+/- 686,39.5,11924,+/- 996,43.5,62985,+/- 1880,67,36108,+/- 2044,58.4,18855,+/- 1164,55.3,67607,+/- 2410,60.1
    Entered U.S. 2000 or later,15412,+/- 1218,54.7,2463,+/- 307,26.2,16570,+/- 1322,47.1,16867,+/- 1327,37.7,5825,+/- 594,42.2,16363,+/- 1392,49,3248,+/- 418,41.3,17207,+/- 1354,45.2,10671,+/- 1203,44.9,6938,+/- 1017,47.8,10823,+/- 781,27.9,12877,+/- 845,28.1,25605,+/- 1499,50.6,19092,+/- 1721,52.2,7860,+/- 735,39.6,7456,+/- 1141,36.5,8923,+/- 1043,49.2,14461,+/- 1135,46.8,2150,+/- 352,26.7,4904,+/- 602,45,4069,+/- 644,34.1,31017,+/- 1593,49.2,16479,+/- 1731,45.6,7680,+/- 679,40.7,36055,+/- 2050,53.3
    Entered U.S. before 2000,12781,+/- 918,45.3,6940,+/- 505,73.8,18605,+/- 1037,52.9,27859,+/- 1375,62.3,7967,+/- 541,57.8,17046,+/- 1055,51,4613,+/- 413,58.7,20869,+/- 1034,54.8,13100,+/- 905,55.1,7566,+/- 880,52.2,27987,+/- 946,72.1,32926,+/- 1093,71.9,24974,+/- 1346,49.4,17512,+/- 1199,47.8,12012,+/- 698,60.4,12984,+/- 1062,63.5,9228,+/- 890,50.8,16445,+/- 791,53.2,5898,+/- 472,73.3,5994,+/- 558,55,7855,+/- 611,65.9,31968,+/- 1388,50.8,19629,+/- 1372,54.4,11175,+/- 745,59.3,31552,+/- 1544,46.7
S14. WORLD REGION OF BIRTH OF FOREIGN BORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universe: Foreign-born population, excluding population born at sea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign-born population, excluding population born at sea",28193,+/- 1484,41,9403,+/- 566,49.7,35175,+/- 1708,56.7,44726,+/- 1856,44.6,13792,+/- 867,50.8,33409,+/- 1502,43.9,7861,+/- 635,39.2,38076,+/- 1772,38.6,23771,+/- 1421,39.5,14504,+/- 1338,39.7,38810,+/- 1283,51.4,45803,+/- 1434,45.7,50579,+/- 1979,58.5,36604,+/- 1751,46.5,19872,+/- 1075,48.5,20440,+/- 1690,30.5,18151,+/- 1205,36.8,30906,+/- 1386,34.3,8048,+/- 671,38.8,10898,+/- 686,39.5,11924,+/- 996,43.5,62985,+/- 1880,67,36108,+/- 2044,58.4,18855,+/- 1164,55.3,67607,+/- 2410,60.1
  Europe,284,+/- 154,1,370,+/- 112,3.9,1512,+/- 266,4.3,1267,+/- 284,2.8,581,+/- 153,4.2,163,+/- 98,0.5,63,+/- 31,0.8,432,+/- 165,1.1,1420,+/- 303,6,51,+/- 38,0.4,394,+/- 106,1,831,+/- 172,1.8,4688,+/- 535,9.3,809,+/- 331,2.2,1478,+/- 243,7.4,1692,+/- 363,8.3,1037,+/- 236,5.7,6921,+/- 648,22.4,130,+/- 49,1.6,920,+/- 240,8.4,218,+/- 132,1.8,1433,+/- 277,2.3,2641,+/- 401,7.3,566,+/- 156,3,1149,+/- 297,1.7
  Asia,3349,+/- 603,11.9,2341,+/- 362,24.9,18763,+/- 1195,53.3,2778,+/- 555,6.2,4149,+/- 595,30.1,1093,+/- 395,3.3,546,+/- 245,6.9,5234,+/- 623,13.7,2024,+/- 534,8.5,2601,+/- 896,17.9,1385,+/- 296,3.6,2350,+/- 428,5.1,25051,+/- 1625,49.5,1891,+/- 417,5.2,5308,+/- 608,26.7,2004,+/- 612,9.8,2517,+/- 500,13.9,17640,+/- 1126,57.1,48,+/- 38,0.6,3936,+/- 561,36.1,588,+/- 278,4.9,34716,+/- 1489,55.1,9685,+/- 1206,26.8,3232,+/- 479,17.1,9880,+/- 979,14.6
  Africa,1660,+/- 553,5.9,127,+/- 85,1.4,846,+/- 298,2.4,2240,+/- 641,5,274,+/- 112,2,4797,+/- 889,14.4,373,+/- 205,4.7,1901,+/- 448,5,1516,+/- 422,6.4,967,+/- 379,6.7,827,+/- 245,2.1,1301,+/- 297,2.8,383,+/- 205,0.8,2372,+/- 504,6.5,109,+/- 51,0.5,1740,+/- 641,8.5,195,+/- 133,1.1,769,+/- 234,2.5,277,+/- 144,3.4,137,+/- 90,1.3,451,+/- 220,3.8,292,+/- 140,0.5,388,+/- 189,1.1,395,+/- 128,2.1,2068,+/- 728,3.1
